name,kind,city,region,country,date_granted,grant,date_opened,address,lat,lon,image_file,wikipedia_url,notes,section,source_page
Mill Valley,public,Mill Valley,California,United States,"Jan 18, 1910","$10,000",,"52 Lovell Ave, Mill Valley, CA 94941",37.90611,-122.55000,,,Now a private residence.,Public libraries,List of Carnegie libraries in California
Monrovia,public,Monrovia,California,United States,"Jan 19, 1905","$10,000",,,,,,,Demolished in 1956.,Public libraries,List of Carnegie libraries in California
Monterey,public,Monterey,California,United States,"Dec 24, 1907","$10,000",,"425 Van Buren St, Monterey, CA 93930",36.60000,-121.89722,MIIS_Monterey.jpg,,Now the offices of the Monterey Institute of International Studies. Designed by W. H. Weeks in the Mission Revival style.,Public libraries,List of Carnegie libraries in California
National City,public,National City,California,United States,"Feb 13, 1909","$10,000",,,,,,,Demolished in 1954. It is the site of the National City Civic Center.,Public libraries,List of Carnegie libraries in California
Nevada City,public,Nevada City,California,United States,"Mar 20, 1904","$10,000",,"211 N Pine St, Nevada City, CA 95959",,,Nevada_City_Free_Public_Library.jpg,https://en.wikipedia.org/wiki/Doris_Foley_Library_for_Historical_Research,"Now the Doris Foley Library for Historical Research, in the Nevada County Library System. Designed by architect: W. H. Weeks, in the Romanesque Revival style, constructed of dark gray ""man-made"" cast stone, and rough and smooth concrete blocks fabricated at the site. It is part of the historic downtown district placed on the National Register of Historic Places in 1985, and was added in its own right in 1990.",Public libraries,List of Carnegie libraries in California
Newman,public,Newman,California,United States,"Nov 17, 1914","$8,000",,"1209 Main St, Newman, CA 95360",,,,,"Now the Newman Museum, the first pioneer museum in Stanislaus County when it opened in the library basement in 1941, and which now occupies the whole building. Designed by Antioch architect Francis Reid, essentially Classical Revival style with Colonial elements in a tall, red brick building.",Public libraries,List of Carnegie libraries in California
Oakdale,public,Oakdale,California,United States,"May 15, 1916","$7,000",,"315 West F St, Oakdale, CA 95361",,,,,"In 1916 Sadie Haslam, one of the founding members of the Oakdale's Women's Improvement Club, donated the land to Stanislaus County to be used as library. Designed by Stockton architect and engineer Hugh Y. Davis in Mission/Spanish Colonial Revival style, the building's upper floor housed the Oakdale Library from 1917 to 1976, while the bottom floor was used for court proceeding. The building was sold in 1976 for private use and is currently private offices.",Public libraries,List of Carnegie libraries in California
Oakland Main,public,Oakland,California,United States,"Aug 23, 1899","$190,000",,"659 14th St, Oakland, CA 94612",,,African_American_Museum_and_Library_at_Oakland_(2008).jpg,https://en.wikipedia.org/wiki/African_American_Museum_and_Library_at_Oakland,Oakland Main Library 1902–1951. Charles Greene Branch 1951–1994. Now housing the African American Museum and Library at Oakland.,Public libraries,List of Carnegie libraries in California
Oakland Golden Gate,public,Oakland,California,United States,"Aug 23, 1899",—,,"5606 San Pablo Ave, Oakland, CA 94608",,,Oakland_Public_Library_Golden_Gate_Branch_2009.jpg,,,Public libraries,List of Carnegie libraries in California
Oakland Melrose,public,Oakland,California,United States,"Aug 23, 1899",—,,"4805 Foothill Blvd, Oakland, CA 94601",,,"Oakland_Free_Library-Melrose_Branch_(Oakland,_CA).JPG",,,Public libraries,List of Carnegie libraries in California
Oakland Miller,public,Oakland,California,United States,"Aug 23, 1899",—,,"1449 Miller Avenue, Oakland, CA 94601",,,"Oakland_Free_Library-23rd_Ave._Branch_(Oakland,_CA).JPG",,"23rd Avenue Branch 1918–1966, Ina Coolbrith Branch 1966–1972, and Latin American Branch 1972–1976. No longer a library since the 1990s, the building was destroyed by fire on 23 February 2018.",Public libraries,List of Carnegie libraries in California
Oakland Temescal,public,Oakland,California,United States,"Aug 23, 1899",—,,"5205 Telegraph Ave, Oakland, CA 94609",,,"Oakland_Free_Library-Alden_Branch_(Oakland,_CA).JPG",,"Named the Alden Branch Library 1918–1948, Temescal Branch Library 1948–present.",Public libraries,List of Carnegie libraries in California
Ontario,public,Ontario,California,United States,"Jun 8, 1905","$12,000",,,,,,,Designed by architect F. P. Burnham in the Classical Revival style. Condemned and demolished in 1959.,Public libraries,List of Carnegie libraries in California
Orange,public,Orange,California,United States,"Mar 9, 1907","$10,000",,"407 E Chapman Ave, Orange, CA 92866",,,,,Demolished in 1961. Site used for larger library which has since been demolished.,Public libraries,List of Carnegie libraries in California
Orland,public,Orland,California,United States,"Nov 3, 1913","$8,000",,"912 3rd St, Orland, CA 95963",,,,,"Designed by W. H. Weeks, now a community center.",Public libraries,List of Carnegie libraries in California
Orosi,public,Orosi,California,United States,"Sep 14, 1917","$3,000",,"12646 Ave 416, Orosi, CA 93647",,,2009-0725-CA-Orosi-library.jpg,https://en.wikipedia.org/wiki/Orosi_Branch_Library,"The last Carnegie library to be completed in California. Now the Orosi/Cutler Branch Library. It is one of only three wood frame (non-masonry) California Carnegies, designed by architect: Ernest J. Kump in the American Craftsman Bungalow style.",Public libraries,List of Carnegie libraries in California
Oroville,public,Oroville,California,United States,"May 2, 1911","$10,000",,"1675 Montgomery St, Oroville, CA 95965",,,"Oroville,_California_law_library_from_NW_1.JPG",https://en.wikipedia.org/wiki/Oroville_Carnegie_Library,Designed by W. H. Weeks; now the Butte County Public Law Library,Public libraries,List of Carnegie libraries in California
Oxnard,public,Oxnard,California,United States,"Feb 13, 1906","$12,000",,"424 South C St, Oxnard, CA 93030",,,"Carneige_Art_Museum,_Oxnard.jpg",https://en.wikipedia.org/wiki/Carnegie_Art_Museum,"Carnegie Art Museum. Designed by Los Angeles architect F.P. Burnham, with four wide pedimented porticos, each supported by six Doric columns, the Oxnard Carnegie gives the impression of a temple on a hill. Designated a Ventura County landmark, and in 1971 was the first California Carnegie to be placed on the National Register of Historic Places.",Public libraries,List of Carnegie libraries in California
Pacific Grove,public,Pacific Grove,California,United States,"Mar 12, 1906","$10,000",,"550 Central Ave, Pacific Grove, CA 93950",,,Pacific_Grove_400.jpg,,"The Pacific Improvement Company donated the land for the new library. The building was designed by the McDougall Brothers in the Mission style. The cornerstone was laid on November 9, 1907, and the Pacific Grove Carnegie Library officially opened on May 12, 1908.",Public libraries,List of Carnegie libraries in California
Palo Alto,public,Palo Alto,California,United States,"Feb 20, 1903","$10,000",,,,,,,Demolished in 1967 to make room for a new city hall.,Public libraries,List of Carnegie libraries in California
Paso Robles,public,Paso Robles,California,United States,"Dec 13, 1906","$10,000",,"Paso Robles City Park, 800 12th St, Paso Robles, CA 93446",35.62611,-120.69000,Paso_Robles_Carnegie.jpg,,"The building, designed by W. H. Weeks, has housed the El Paso de Robles Area Historical Society Museum since 1998. In 1906 the Board of Library trustees ""ladies"" correspondence with Andrew Carnegie resulted a letter offering that if the Paso Robles City Council agreed to provide a suitable site and maintain the Free Public Library, he would be glad to give six thousand dollars to erect the building.",Public libraries,List of Carnegie libraries in California
Patterson,public,Patterson,California,United States,"Jun 6, 1917","$3,000",,"355 W Las Palmas Ave, Patterson, CA 95363",,,Patterson_Branch_Library.JPG,,,Public libraries,List of Carnegie libraries in California
Petaluma,public,Petaluma,California,United States,"Jan 13, 1903","$12,500",,"20 4th St, Petaluma, CA 94952",,,"Free_Public_Library_of_Petaluma,_20_Fourth_St.,_Petaluma,_CA_5-31-2010_6-56-02_PM.JPG",https://en.wikipedia.org/wiki/Free_Public_Library_of_Petaluma,Now houses the Petaluma Historical Library & Museum,Public libraries,List of Carnegie libraries in California
Pomona,public,Pomona,California,United States,"Jan 23, 1902","$25,000",,"380 North Main Street, Pomona (former site)",,,"Exterior_view_of_the_Pomona_Public_Library,_shown_from_the_right,_ca.1900_(CHS-5275).jpg",,"Designed by the Burnham & Bliesner architecture firm and C. E. Wolfe, a local architect, in the Classical Revival style. It opened in 1903, was expanded in 1912 with second Carnegie grant, and in 1939 by the Works Progress Administration. Closed and demolished in 1965. Later the main Pomona First Federal Savings & Loan (U.S. Bank) office built on site, since closed, and is home of the American Museum of Ceramic Art.",Public libraries,List of Carnegie libraries in California
Porterville,public,Porterville,California,United States,"Feb 6, 1907","$10,000",,,,,,,Condemned as unsafe and demolished in 1949.,Public libraries,List of Carnegie libraries in California
Redding,public,Redding,California,United States,"Mar 20, 1903","$10,000",,,,,,,Demolished in 1965.,Public libraries,List of Carnegie libraries in California
Redwood City,public,Redwood City,California,United States,"Feb 20, 1904","$16,000",,,,,,,Demolished in 1950.,Public libraries,List of Carnegie libraries in California
Richmond,public,Richmond,California,United States,"Jan 14, 1909","$17,500",,"400 Nevin Ave, Richmond, CA 94801",,,Richmond_carnegie_library.jpg,,Designed by W. H. Weeks; now the Richmond Museum.,Public libraries,List of Carnegie libraries in California
Riverbank,public,Riverbank,California,United States,"Jun 6, 1917","$3,000",,"3237 Santa Fe St, Riverbank, CA 95367",,,Riverbank_Carnegie_Library.jpg,,Now the Riverbank Historic Museum.,Public libraries,List of Carnegie libraries in California
Riverside,public,Riverside,California,United States,"Aug 16, 1901","$52,500",,,,,"Exterior_view_of_the_Riverside_Public_Library,_ca.1910_(CHS-5278).jpg",,"Demolished in 1964. California's first Mission Revival style Carnegie, was designed by Burnham and Bliesner who won an architectural competition. The current Riverside Public Library is adjacent to the site of the elaborate original.",Public libraries,List of Carnegie libraries in California
Roseville,public,Roseville,California,United States,"Apr 25, 1911","$10,000",,"557 Lincoln St, Roseville, CA 95678",,,"Carnegie_Library_(Roseville,_California),_facade,_oblique_view.jpg",,"Designed by W. H. Weeks, now a museum.",Public libraries,List of Carnegie libraries in California
Sacramento,public,Sacramento,California,United States,"Feb 26, 1914","$100,000",,"828 I St, Sacramento, CA 95814",,,Sacramento_City_Library.JPG,https://en.wikipedia.org/wiki/Sacramento_City_Library,"Part of the Central branch, Sacramento Public Library system.",Public libraries,List of Carnegie libraries in California
Salinas,public,Salinas,California,United States,"Mar 9, 1907","$10,000",,,,,,,Demolished in 1961.,Public libraries,List of Carnegie libraries in California
San Anselmo,public,San Anselmo,California,United States,"Jan 14, 1914","$10,000",,"110 Tunstead Ave, San Anselmo, CA 94960",,,,,"Built in 1915, San Anselmo's Carnegie library is adjacent to the Town Hall to which it is connected by a wisteria-covered arbor replicating the library's carved rafters and contributing to an Old California aspect. The Spanish Revival style is also carried out in the red tile roof and use of decorative tile and arched windows. Expanded in 1960. Architects: Mitchell and Hodges.",Public libraries,List of Carnegie libraries in California
San Bernardino,public,San Bernardino,California,United States,"Mar 14, 1902","$27,600",,,,,,,Demolished in 1958. Architects Burnham and Bliesner won a competition with plans for a grand Classical Revival style building. A new library was completed in 1960 on its former site.,Public libraries,List of Carnegie libraries in California
San Diego,public,San Diego,California,United States,"Jul 7, 1899","$60,000",,,,,"05709-San_Diego-1905-Carnegie_Library,_San_Diego,_Cal.-Brück_&_Sohn_Kunstverlag.jpg",,"Demolished in 1952. San Diego received California's first Carnegie grant in 1899, with a large well detailed Classical Revival library building opening in 1902. The San Diego Public Library system continues elsewhere.",Public libraries,List of Carnegie libraries in California
San Francisco Main,public,San Francisco,California,United States,"Jun 20, 1901","$375,000 [3]",,"Civic Center, 200 Larkin St, San Francisco, CA 94102",,,Americana_1920_Libraries_-_San_Francisco_Public_Library.jpg,,"Open 1917–1995. [4] Now housing the Asian Art Museum of San Francisco. The original grant of $750,000 was divided so that ""[a]bout half (not more, I think less) of this sum should be expended on the central library and the remainder on branch libraries."" Main library grant was supplemented by a $780,000 bond issue. [3]: 6, 9",Public libraries,List of Carnegie libraries in California
San Francisco Chinatown,public,San Francisco,California,United States,"Jun 20, 1901",—,,"1135 Powell St, San Francisco, CA 94108",,,San_Francisco_Public_Library_Chinatown_(36826034965).jpg,,"Originally North Beach branch, opened 1921. Designed by G. Albert Lansburgh. [3]: 9, 12",Public libraries,List of Carnegie libraries in California
San Francisco Golden Gate Valley,public,San Francisco,California,United States,"Jun 20, 1901",—,,"1801 Green St, San Francisco, CA 94123",,,Golden_Gate_Valley_Branch_(27589851925).jpg,,"Opened 1918. Designed by Ernest Coxhead. [3]: 9, 12",Public libraries,List of Carnegie libraries in California
